note,start_date,end_date,ema_fast,ema_slow,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
bear_low,2018-06-11 20:00:00+07:00,2018-06-13 22:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-17 04:00:00+07:00,2018-06-23 02:00:00+07:00,60,63,1,0.0,,-5.245346,0.0,0.5245,994.7547,-0.5245
sideways_low,2018-06-17 04:00:00+07:00,2018-06-23 02:00:00+07:00,61,62,1,0.0,,-5.245346,0.0,0.5245,994.7547,-0.5245
sideways_low,2018-06-17 04:00:00+07:00,2018-06-23 02:00:00+07:00,59,64,1,0.0,,-5.245346,0.0,0.5245,994.7547,-0.5245
sideways_low,2018-06-17 04:00:00+07:00,2018-06-23 02:00:00+07:00,58,65,1,0.0,,-5.245346,0.0,0.5245,994.7547,-0.5245
sideways_low,2018-06-17 04:00:00+07:00,2018-06-23 02:00:00+07:00,70,94,1,0.0,,-5.34167,0.0,0.5342,994.6583,-0.5342
sideways_low,2018-06-26 02:00:00+07:00,2018-06-29 20:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-26 02:00:00+07:00,2018-06-29 20:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-26 02:00:00+07:00,2018-06-29 20:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-26 02:00:00+07:00,2018-06-29 20:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-26 02:00:00+07:00,2018-06-29 20:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-30 12:00:00+07:00,2018-07-18 01:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-30 12:00:00+07:00,2018-07-18 01:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-30 12:00:00+07:00,2018-07-18 01:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-30 12:00:00+07:00,2018-07-18 01:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-06-30 12:00:00+07:00,2018-07-18 01:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-18 03:00:00+07:00,2018-07-21 14:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-18 03:00:00+07:00,2018-07-21 14:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-18 03:00:00+07:00,2018-07-21 14:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-18 03:00:00+07:00,2018-07-21 14:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-18 03:00:00+07:00,2018-07-21 14:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-23 15:00:00+07:00,2018-07-27 09:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-23 15:00:00+07:00,2018-07-27 09:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-23 15:00:00+07:00,2018-07-27 09:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-23 15:00:00+07:00,2018-07-27 09:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_low,2018-07-23 15:00:00+07:00,2018-07-27 09:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-07-27 10:00:00+07:00,2018-08-05 00:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-07-27 10:00:00+07:00,2018-08-05 00:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-07-27 10:00:00+07:00,2018-08-05 00:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-07-27 10:00:00+07:00,2018-08-05 00:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-07-27 10:00:00+07:00,2018-08-05 00:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_low,2018-08-05 01:00:00+07:00,2018-08-07 21:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_low,2018-08-05 01:00:00+07:00,2018-08-07 21:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_low,2018-08-05 01:00:00+07:00,2018-08-07 21:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_low,2018-08-05 01:00:00+07:00,2018-08-07 21:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_low,2018-08-05 01:00:00+07:00,2018-08-07 21:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-17 18:00:00+07:00,2018-08-23 04:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-17 18:00:00+07:00,2018-08-23 04:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-17 18:00:00+07:00,2018-08-23 04:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-17 18:00:00+07:00,2018-08-23 04:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-17 18:00:00+07:00,2018-08-23 04:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-23 08:00:00+07:00,2018-08-29 06:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-23 08:00:00+07:00,2018-08-29 06:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-23 08:00:00+07:00,2018-08-29 06:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-23 08:00:00+07:00,2018-08-29 06:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-23 08:00:00+07:00,2018-08-29 06:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-29 22:00:00+07:00,2018-09-06 06:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-29 22:00:00+07:00,2018-09-06 06:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-29 22:00:00+07:00,2018-09-06 06:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-29 22:00:00+07:00,2018-09-06 06:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2018-08-29 22:00:00+07:00,2018-09-06 06:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_low,2018-09-07 03:00:00+07:00,2018-09-10 08:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_low,2018-09-07 03:00:00+07:00,2018-09-10 08:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_low,2018-09-07 03:00:00+07:00,2018-09-10 08:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_low,2018-09-07 03:00:00+07:00,2018-09-10 08:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_low,2018-09-07 03:00:00+07:00,2018-09-10 08:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-09-10 09:00:00+07:00,2018-10-15 12:00:00+07:00,60,63,5,40.0,0.206124,-1.981008,0.0694,0.5531,994.4692,-0.5531
sideways_low,2018-09-10 09:00:00+07:00,2018-10-15 12:00:00+07:00,61,62,5,40.0,0.242022,-1.981008,0.0814,0.5459,994.541,-0.5459
sideways_low,2018-09-10 09:00:00+07:00,2018-10-15 12:00:00+07:00,59,64,5,40.0,0.206124,-1.981008,0.0694,0.5531,994.4692,-0.5531
sideways_low,2018-09-10 09:00:00+07:00,2018-10-15 12:00:00+07:00,58,65,5,40.0,0.164645,-1.981008,0.0554,0.5614,994.3863,-0.5614
sideways_low,2018-09-10 09:00:00+07:00,2018-10-15 12:00:00+07:00,70,94,4,0.0,,-2.306011,0.0,0.9224,990.776,-0.9224
sideways_low,2018-10-16 16:00:00+07:00,2018-11-14 23:00:00+07:00,60,63,3,0.0,,-1.051574,0.0,0.3155,996.8453,-0.3155
sideways_low,2018-10-16 16:00:00+07:00,2018-11-14 23:00:00+07:00,61,62,3,0.0,,-1.051574,0.0,0.3155,996.8453,-0.3155
sideways_low,2018-10-16 16:00:00+07:00,2018-11-14 23:00:00+07:00,59,64,3,0.0,,-1.051574,0.0,0.3155,996.8453,-0.3155
sideways_low,2018-10-16 16:00:00+07:00,2018-11-14 23:00:00+07:00,58,65,3,0.0,,-1.051574,0.0,0.3155,996.8453,-0.3155
sideways_low,2018-10-16 16:00:00+07:00,2018-11-14 23:00:00+07:00,70,94,1,0.0,,-0.991261,0.0,0.0991,999.0087,-0.0991
bear_low,2018-11-16 20:00:00+07:00,2018-11-19 16:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_low,2018-11-16 20:00:00+07:00,2018-11-19 16:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_low,2018-11-16 20:00:00+07:00,2018-11-19 16:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_low,2018-11-16 20:00:00+07:00,2018-11-19 16:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_low,2018-11-16 20:00:00+07:00,2018-11-19 16:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-19 17:00:00+07:00,2018-11-24 21:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-19 17:00:00+07:00,2018-11-24 21:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-19 17:00:00+07:00,2018-11-24 21:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-19 17:00:00+07:00,2018-11-24 21:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-19 17:00:00+07:00,2018-11-24 21:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-25 04:00:00+07:00,2018-11-29 01:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-25 04:00:00+07:00,2018-11-29 01:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-25 04:00:00+07:00,2018-11-29 01:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-25 04:00:00+07:00,2018-11-29 01:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_high,2018-11-25 04:00:00+07:00,2018-11-29 01:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_high,2018-11-29 02:00:00+07:00,2018-12-01 08:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_high,2018-11-29 02:00:00+07:00,2018-12-01 08:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_high,2018-11-29 02:00:00+07:00,2018-12-01 08:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_high,2018-11-29 02:00:00+07:00,2018-12-01 08:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_high,2018-11-29 02:00:00+07:00,2018-12-01 08:00:00+07:00,70,94,1,0.0,,-6.103917,0.0,0.6104,993.8961,-0.6104
sideways_high,2018-12-01 19:00:00+07:00,2018-12-04 02:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_high,2018-12-01 19:00:00+07:00,2018-12-04 02:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_high,2018-12-01 19:00:00+07:00,2018-12-04 02:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_high,2018-12-01 19:00:00+07:00,2018-12-04 02:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_high,2018-12-01 19:00:00+07:00,2018-12-04 02:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_high,2018-12-06 09:00:00+07:00,2018-12-10 10:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_high,2018-12-06 09:00:00+07:00,2018-12-10 10:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_high,2018-12-06 09:00:00+07:00,2018-12-10 10:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_high,2018-12-06 09:00:00+07:00,2018-12-10 10:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_high,2018-12-06 09:00:00+07:00,2018-12-10 10:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_low,2018-12-14 10:00:00+07:00,2018-12-16 18:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_low,2018-12-14 10:00:00+07:00,2018-12-16 18:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_low,2018-12-14 10:00:00+07:00,2018-12-16 18:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_low,2018-12-14 10:00:00+07:00,2018-12-16 18:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_low,2018-12-14 10:00:00+07:00,2018-12-16 18:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_high,2018-12-19 15:00:00+07:00,2018-12-22 16:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_high,2018-12-19 15:00:00+07:00,2018-12-22 16:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_high,2018-12-19 15:00:00+07:00,2018-12-22 16:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_high,2018-12-19 15:00:00+07:00,2018-12-22 16:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_high,2018-12-19 15:00:00+07:00,2018-12-22 16:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2018-12-31 05:00:00+07:00,2019-01-11 07:00:00+07:00,60,63,2,0.0,,-1.55215,0.0,0.3104,996.8957,-0.3104
sideways_low,2018-12-31 05:00:00+07:00,2019-01-11 07:00:00+07:00,61,62,2,0.0,,-1.55215,0.0,0.3104,996.8957,-0.3104
sideways_low,2018-12-31 05:00:00+07:00,2019-01-11 07:00:00+07:00,59,64,2,0.0,,-1.55215,0.0,0.3104,996.8957,-0.3104
sideways_low,2018-12-31 05:00:00+07:00,2019-01-11 07:00:00+07:00,58,65,2,0.0,,-1.55215,0.0,0.3104,996.8957,-0.3104
sideways_low,2018-12-31 05:00:00+07:00,2019-01-11 07:00:00+07:00,70,94,1,0.0,,-1.970126,0.0,0.197,998.0299,-0.197
sideways_low,2019-01-14 23:00:00+07:00,2019-02-19 08:00:00+07:00,60,63,5,0.0,,-1.630809,0.0,0.8154,991.846,-0.8154
sideways_low,2019-01-14 23:00:00+07:00,2019-02-19 08:00:00+07:00,61,62,5,0.0,,-1.630809,0.0,0.8154,991.846,-0.8154
sideways_low,2019-01-14 23:00:00+07:00,2019-02-19 08:00:00+07:00,59,64,5,0.0,,-1.630809,0.0,0.8154,991.846,-0.8154
sideways_low,2019-01-14 23:00:00+07:00,2019-02-19 08:00:00+07:00,58,65,5,0.0,,-1.630809,0.0,0.8154,991.846,-0.8154
sideways_low,2019-01-14 23:00:00+07:00,2019-02-19 08:00:00+07:00,70,94,4,0.0,,-2.059196,0.0,0.8237,991.7632,-0.8237
sideways_low,2019-02-21 13:00:00+07:00,2019-02-24 13:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2019-02-21 13:00:00+07:00,2019-02-24 13:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2019-02-21 13:00:00+07:00,2019-02-24 13:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2019-02-21 13:00:00+07:00,2019-02-24 13:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2019-02-21 13:00:00+07:00,2019-02-24 13:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-02-25 04:00:00+07:00,2019-04-02 11:00:00+07:00,60,63,3,66.67,1.152687,-0.636652,3.6211,0.0635,1001.6687,0.1669
sideways_low,2019-02-25 04:00:00+07:00,2019-04-02 11:00:00+07:00,61,62,3,66.67,1.152687,-0.636652,3.6211,0.0635,1001.6687,0.1669
sideways_low,2019-02-25 04:00:00+07:00,2019-04-02 11:00:00+07:00,59,64,3,66.67,1.152687,-0.616477,3.7396,0.0615,1001.6889,0.1689
sideways_low,2019-02-25 04:00:00+07:00,2019-04-02 11:00:00+07:00,58,65,3,66.67,1.143489,-0.616477,3.7098,0.0615,1001.6705,0.1671
sideways_low,2019-02-25 04:00:00+07:00,2019-04-02 11:00:00+07:00,70,94,2,50.0,1.716892,-0.101974,16.8366,0.0102,1001.6149,0.1615
bull_high,2019-04-03 06:00:00+07:00,2019-04-05 12:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_high,2019-04-03 06:00:00+07:00,2019-04-05 12:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_high,2019-04-03 06:00:00+07:00,2019-04-05 12:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_high,2019-04-03 06:00:00+07:00,2019-04-05 12:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_high,2019-04-03 06:00:00+07:00,2019-04-05 12:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_low,2019-04-05 13:00:00+07:00,2019-04-10 00:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_low,2019-04-05 13:00:00+07:00,2019-04-10 00:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_low,2019-04-05 13:00:00+07:00,2019-04-10 00:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_low,2019-04-05 13:00:00+07:00,2019-04-10 00:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_low,2019-04-05 13:00:00+07:00,2019-04-10 00:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-04-11 21:00:00+07:00,2019-04-26 08:00:00+07:00,60,63,2,50.0,3.223836,-1.808101,1.783,0.1808,1001.4157,0.1416
sideways_low,2019-04-11 21:00:00+07:00,2019-04-26 08:00:00+07:00,61,62,2,50.0,3.223836,-1.808101,1.783,0.1808,1001.4157,0.1416
sideways_low,2019-04-11 21:00:00+07:00,2019-04-26 08:00:00+07:00,59,64,2,50.0,3.223836,-1.808101,1.783,0.1808,1001.4157,0.1416
sideways_low,2019-04-11 21:00:00+07:00,2019-04-26 08:00:00+07:00,58,65,2,50.0,3.223836,-1.808101,1.783,0.1808,1001.4157,0.1416
sideways_low,2019-04-11 21:00:00+07:00,2019-04-26 08:00:00+07:00,70,94,1,0.0,,-2.327258,0.0,0.2327,997.6727,-0.2327
sideways_low,2019-04-26 14:00:00+07:00,2019-05-03 23:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2019-04-26 14:00:00+07:00,2019-05-03 23:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2019-04-26 14:00:00+07:00,2019-05-03 23:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2019-04-26 14:00:00+07:00,2019-05-03 23:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2019-04-26 14:00:00+07:00,2019-05-03 23:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-05 03:00:00+07:00,2019-05-09 22:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-05 03:00:00+07:00,2019-05-09 22:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-05 03:00:00+07:00,2019-05-09 22:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-05 03:00:00+07:00,2019-05-09 22:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-05 03:00:00+07:00,2019-05-09 22:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_high,2019-05-11 13:00:00+07:00,2019-05-17 17:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_high,2019-05-11 13:00:00+07:00,2019-05-17 17:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_high,2019-05-11 13:00:00+07:00,2019-05-17 17:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_high,2019-05-11 13:00:00+07:00,2019-05-17 17:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_high,2019-05-11 13:00:00+07:00,2019-05-17 17:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-23 17:00:00+07:00,2019-05-27 04:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-23 17:00:00+07:00,2019-05-27 04:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-23 17:00:00+07:00,2019-05-27 04:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-23 17:00:00+07:00,2019-05-27 04:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_low,2019-05-23 17:00:00+07:00,2019-05-27 04:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_low,2019-05-27 13:00:00+07:00,2019-05-29 18:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_low,2019-05-27 13:00:00+07:00,2019-05-29 18:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_low,2019-05-27 13:00:00+07:00,2019-05-29 18:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_low,2019-05-27 13:00:00+07:00,2019-05-29 18:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_low,2019-05-27 13:00:00+07:00,2019-05-29 18:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-06-01 01:00:00+07:00,2019-06-04 05:00:00+07:00,60,63,1,0.0,,-1.096694,0.0,0.1097,998.9033,-0.1097
sideways_low,2019-06-01 01:00:00+07:00,2019-06-04 05:00:00+07:00,61,62,1,0.0,,-1.096694,0.0,0.1097,998.9033,-0.1097
sideways_low,2019-06-01 01:00:00+07:00,2019-06-04 05:00:00+07:00,59,64,1,0.0,,-1.096694,0.0,0.1097,998.9033,-0.1097
sideways_low,2019-06-01 01:00:00+07:00,2019-06-04 05:00:00+07:00,58,65,1,0.0,,-1.096694,0.0,0.1097,998.9033,-0.1097
sideways_low,2019-06-01 01:00:00+07:00,2019-06-04 05:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-06-07 11:00:00+07:00,2019-06-15 14:00:00+07:00,60,63,1,0.0,,-1.900277,0.0,0.19,998.0997,-0.19
sideways_low,2019-06-07 11:00:00+07:00,2019-06-15 14:00:00+07:00,61,62,1,0.0,,-1.900277,0.0,0.19,998.0997,-0.19
sideways_low,2019-06-07 11:00:00+07:00,2019-06-15 14:00:00+07:00,59,64,1,0.0,,-1.900277,0.0,0.19,998.0997,-0.19
sideways_low,2019-06-07 11:00:00+07:00,2019-06-15 14:00:00+07:00,58,65,1,0.0,,-1.900277,0.0,0.19,998.0997,-0.19
sideways_low,2019-06-07 11:00:00+07:00,2019-06-15 14:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bull_high,2019-06-22 08:00:00+07:00,2019-06-24 23:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bull_high,2019-06-22 08:00:00+07:00,2019-06-24 23:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bull_high,2019-06-22 08:00:00+07:00,2019-06-24 23:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bull_high,2019-06-22 08:00:00+07:00,2019-06-24 23:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bull_high,2019-06-22 08:00:00+07:00,2019-06-24 23:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_high,2019-07-03 09:00:00+07:00,2019-07-07 13:00:00+07:00,60,63,1,0.0,,-8.117839,0.0,0.8118,991.8822,-0.8118
sideways_high,2019-07-03 09:00:00+07:00,2019-07-07 13:00:00+07:00,61,62,1,0.0,,-8.117839,0.0,0.8118,991.8822,-0.8118
sideways_high,2019-07-03 09:00:00+07:00,2019-07-07 13:00:00+07:00,59,64,1,0.0,,-8.117839,0.0,0.8118,991.8822,-0.8118
sideways_high,2019-07-03 09:00:00+07:00,2019-07-07 13:00:00+07:00,58,65,1,0.0,,-8.117839,0.0,0.8118,991.8822,-0.8118
sideways_high,2019-07-03 09:00:00+07:00,2019-07-07 13:00:00+07:00,70,94,1,0.0,,-5.832745,0.0,0.5833,994.1673,-0.5833
sideways_high,2019-07-11 09:00:00+07:00,2019-07-13 13:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_high,2019-07-11 09:00:00+07:00,2019-07-13 13:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_high,2019-07-11 09:00:00+07:00,2019-07-13 13:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
sideways_high,2019-07-11 09:00:00+07:00,2019-07-13 13:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
sideways_high,2019-07-11 09:00:00+07:00,2019-07-13 13:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
bear_high,2019-07-16 23:00:00+07:00,2019-07-19 04:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
bear_high,2019-07-16 23:00:00+07:00,2019-07-19 04:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
bear_high,2019-07-16 23:00:00+07:00,2019-07-19 04:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
bear_high,2019-07-16 23:00:00+07:00,2019-07-19 04:00:00+07:00,58,65,0,,,,,0.0,1000.0,0.0
bear_high,2019-07-16 23:00:00+07:00,2019-07-19 04:00:00+07:00,70,94,0,,,,,0.0,1000.0,0.0
sideways_low,2019-07-25 13:00:00+07:00,2019-07-28 07:00:00+07:00,60,63,0,,,,,0.0,1000.0,0.0
sideways_low,2019-07-25 13:00:00+07:00,2019-07-28 07:00:00+07:00,61,62,0,,,,,0.0,1000.0,0.0
sideways_low,2019-07-25 13:00:00+07:00,2019-07-28 07:00:00+07:00,59,64,0,,,,,0.0,1000.0,0.0
